"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2044","Browser Windows : New Tab","chromium","Mon Jan 19 11:48:27 UTC 2026","passed","Mon Jan 19 11:48:29 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","3705","Resizeable","chromium","Mon Jan 19 11:50:37 UTC 2026","passed","Mon Jan 19 11:50:41 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","5682","Tool Tips","chromium","Mon Jan 19 11:51:29 UTC 2026","passed","Mon Jan 19 11:51:35 UTC 2026","Test Suite : Tool Tips","widgets_/tool_tips.spec.js","",""
"","2503","Broken Link","chromium","Mon Jan 19 11:48:55 UTC 2026","passed","Mon Jan 19 11:48:58 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","8393","Links Functionality","chromium","Mon Jan 19 11:49:11 UTC 2026","passed","Mon Jan 19 11:49:20 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/links.spec.js","",""
"","8858","Dynamic Properties Functionality","chromium","Mon Jan 19 11:49:02 UTC 2026","passed","Mon Jan 19 11:49:11 UTC 2026","Elements Suite: Dynamic Properties Functionality","Elements_demoQa/dynamic_properties.spec.js","",""
"","2311","Prompt Box Alert","chromium","Mon Jan 19 11:48:25 UTC 2026","passed","Mon Jan 19 11:48:27 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","4139","Cursor Style Draggable","chromium","Mon Jan 19 11:50:02 UTC 2026","passed","Mon Jan 19 11:50:06 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2398","Select Menu","chromium","Mon Jan 19 11:51:13 UTC 2026","passed","Mon Jan 19 11:51:15 UTC 2026","Test Suite : Select Menu","widgets_/select_menu.spec.js","",""
"","2088","Slider","chromium","Mon Jan 19 11:51:16 UTC 2026","passed","Mon Jan 19 11:51:18 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","2118","Sortable List","chromium","Mon Jan 19 11:50:49 UTC 2026","passed","Mon Jan 19 11:50:52 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","2270","Valid Image - Broken Image Tests","chromium","Mon Jan 19 11:48:50 UTC 2026","passed","Mon Jan 19 11:48:52 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","2314","Selectable","chromium","Mon Jan 19 11:50:45 UTC 2026","passed","Mon Jan 19 11:50:47 UTC 2026","Test Suite : Selectable","interactions/selectable.spec.js","",""
"","3964","Resizeable Free","chromium","Mon Jan 19 11:50:41 UTC 2026","passed","Mon Jan 19 11:50:45 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","5300","Revert Droppable","chromium","Mon Jan 19 11:50:32 UTC 2026","passed","Mon Jan 19 11:50:37 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","2886","Valid Link","chromium","Mon Jan 19 11:48:52 UTC 2026","passed","Mon Jan 19 11:48:55 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","2294","Browser Windows : New Window","chromium","Mon Jan 19 11:48:29 UTC 2026","passed","Mon Jan 19 11:48:31 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","2119","Text Box Test","chromium","Mon Jan 19 11:49:22 UTC 2026","passed","Mon Jan 19 11:49:24 UTC 2026","Elements Suite: Text_Box","Elements_demoQa/text_box.spec.js","",""
"","3552","test","chromium","Mon Jan 19 11:50:52 UTC 2026","passed","Mon Jan 19 11:50:55 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
"","2204","Tabs","chromium","Mon Jan 19 11:51:18 UTC 2026","passed","Mon Jan 19 11:51:20 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
"","2760","Simple Alert","chromium","Mon Jan 19 11:48:16 UTC 2026","passed","Mon Jan 19 11:48:19 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","6213","Accept Droppable","chromium","Mon Jan 19 11:50:12 UTC 2026","passed","Mon Jan 19 11:50:18 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","2380","Student Registration Form","chromium","Mon Jan 19 11:49:30 UTC 2026","passed","Mon Jan 19 11:49:33 UTC 2026","Elements Suite => Form","Form_Application/form_application.spec.js","",""
"","2131","Browser Windows : New Window Message","chromium","Mon Jan 19 11:48:31 UTC 2026","passed","Mon Jan 19 11:48:33 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","2154","Multiple Color","chromium","Mon Jan 19 11:50:55 UTC 2026","passed","Mon Jan 19 11:50:57 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","2174","All Button Functionalities Combined","chromium","Mon Jan 19 11:48:58 UTC 2026","passed","Mon Jan 19 11:49:00 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","2270","Nested Frames","chromium","Mon Jan 19 11:48:45 UTC 2026","passed","Mon Jan 19 11:48:47 UTC 2026","Test suite : Nested Frames","alerts_frame_windows/nested_frames.spec.js","",""
"","2605","Menu","chromium","Mon Jan 19 11:51:02 UTC 2026","passed","Mon Jan 19 11:51:05 UTC 2026","Test suite : Menu","widgets_/menu.spec.js","",""
"","2195","Radio Button Test","chromium","Mon Jan 19 11:49:20 UTC 2026","passed","Mon Jan 19 11:49:22 UTC 2026","Elements Suite: Radio Button Tests","Elements_demoQa/radio_button.spec.js","",""
"","7718","Frames","chromium","Mon Jan 19 11:48:33 UTC 2026","passed","Mon Jan 19 11:48:41 UTC 2026","Test suite : Frames","alerts_frame_windows/frames.spec.js","",""
"","2290","Single Color","chromium","Mon Jan 19 11:50:57 UTC 2026","passed","Mon Jan 19 11:51:00 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","8364","Test case","chromium","Mon Jan 19 11:51:05 UTC 2026","passed","Mon Jan 19 11:51:13 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","5137","Simple Droppable","chromium","Mon Jan 19 11:50:06 UTC 2026","passed","Mon Jan 19 11:50:12 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","5917","Prevent Propogation Droppable","chromium","Mon Jan 19 11:50:26 UTC 2026","passed","Mon Jan 19 11:50:32 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","2267","Upload and Download Functionality","chromium","Mon Jan 19 11:49:24 UTC 2026","passed","Mon Jan 19 11:49:26 UTC 2026","Elements Suite: Upload and Download Functionality","Elements_demoQa/upload_download.spec.js","",""
"","5017","Container Restricted Draggable","chromium","Mon Jan 19 11:49:57 UTC 2026","passed","Mon Jan 19 11:50:02 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","3392","Modal Dialogs","chromium","Mon Jan 19 11:48:41 UTC 2026","passed","Mon Jan 19 11:48:45 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","4143","Simple Draggable","chromium","Mon Jan 19 11:49:33 UTC 2026","passed","Mon Jan 19 11:49:37 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2092","Sortable Grid","chromium","Mon Jan 19 11:50:47 UTC 2026","passed","Mon Jan 19 11:50:49 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","2443","Test case","chromium","Mon Jan 19 11:51:00 UTC 2026","passed","Mon Jan 19 11:51:02 UTC 2026","Test suite : Date Picker","widgets_/date_picker.spec.js","",""
"","4124","Axis Restricted Draggable","chromium","Mon Jan 19 11:49:37 UTC 2026","passed","Mon Jan 19 11:49:41 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2388","Timer Alert","chromium","Mon Jan 19 11:48:20 UTC 2026","passed","Mon Jan 19 11:48:22 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","2386","Expand checkbox tree","chromium","Mon Jan 19 11:49:00 UTC 2026","passed","Mon Jan 19 11:49:02 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","2253","Confirm Alert","chromium","Mon Jan 19 11:48:22 UTC 2026","passed","Mon Jan 19 11:48:25 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","3791","Web Tables","chromium","Mon Jan 19 11:49:26 UTC 2026","passed","Mon Jan 19 11:49:30 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
