"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7059","Links Functionality","chromium","Tue Jan 20 05:50:22 UTC 2026","passed","Tue Jan 20 05:50:29 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/links.spec.js","",""
"","4007","Select Menu","chromium","Tue Jan 20 05:52:19 UTC 2026","passed","Tue Jan 20 05:52:23 UTC 2026","Test Suite : Select Menu","widgets_/select_menu.spec.js","",""
"","2048","Resizeable","chromium","Tue Jan 20 05:51:23 UTC 2026","passed","Tue Jan 20 05:51:25 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","2153","Frames","chromium","Tue Jan 20 05:49:45 UTC 2026","passed","Tue Jan 20 05:49:47 UTC 2026","Test suite : Frames","alerts_frame_windows/frames.spec.js","",""
"","1954","Tabs","chromium","Tue Jan 20 05:52:25 UTC 2026","passed","Tue Jan 20 05:52:27 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
"","5039","Simple Droppable","chromium","Tue Jan 20 05:51:02 UTC 2026","passed","Tue Jan 20 05:51:07 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1992","Text Box Test","chromium","Tue Jan 20 05:50:31 UTC 2026","passed","Tue Jan 20 05:50:33 UTC 2026","Elements Suite: Text_Box","Elements_demoQa/text_box.spec.js","",""
"","4110","Expand checkbox tree","chromium","Tue Jan 20 05:50:05 UTC 2026","passed","Tue Jan 20 05:50:09 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","2019","Browser Windows : New Window","chromium","Tue Jan 20 05:49:41 UTC 2026","passed","Tue Jan 20 05:49:43 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","2121","Sortable List","chromium","Tue Jan 20 05:51:37 UTC 2026","passed","Tue Jan 20 05:51:39 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","1982","Radio Button Test","chromium","Tue Jan 20 05:50:29 UTC 2026","passed","Tue Jan 20 05:50:31 UTC 2026","Elements Suite: Radio Button Tests","Elements_demoQa/radio_button.spec.js","",""
"","7495","Test case","chromium","Tue Jan 20 05:51:53 UTC 2026","passed","Tue Jan 20 05:52:01 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","2015","Single Color","chromium","Tue Jan 20 05:51:46 UTC 2026","passed","Tue Jan 20 05:51:48 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","2182","Menu","chromium","Tue Jan 20 05:51:51 UTC 2026","passed","Tue Jan 20 05:51:53 UTC 2026","Test suite : Menu","widgets_/menu.spec.js","",""
"","2018","Browser Windows : New Window Message","chromium","Tue Jan 20 05:49:43 UTC 2026","passed","Tue Jan 20 05:49:45 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","12114","Dynamic Properties Functionality","chromium","Tue Jan 20 05:50:09 UTC 2026","passed","Tue Jan 20 05:50:22 UTC 2026","Elements Suite: Dynamic Properties Functionality","Elements_demoQa/dynamic_properties.spec.js","",""
"","1985","Upload and Download Functionality","chromium","Tue Jan 20 05:50:33 UTC 2026","passed","Tue Jan 20 05:50:35 UTC 2026","Elements Suite: Upload and Download Functionality","Elements_demoQa/upload_download.spec.js","",""
"","4124","Simple Draggable","chromium","Tue Jan 20 05:50:45 UTC 2026","passed","Tue Jan 20 05:50:49 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2039","Multiple Color","chromium","Tue Jan 20 05:51:44 UTC 2026","passed","Tue Jan 20 05:51:46 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","2028","Browser Windows : New Tab","chromium","Tue Jan 20 05:49:39 UTC 2026","passed","Tue Jan 20 05:49:41 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","7070","Resizeable Free","chromium","Tue Jan 20 05:51:25 UTC 2026","passed","Tue Jan 20 05:51:33 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","1945","Slider","chromium","Tue Jan 20 05:52:23 UTC 2026","passed","Tue Jan 20 05:52:25 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","4060","Cursor Style Draggable","chromium","Tue Jan 20 05:50:58 UTC 2026","passed","Tue Jan 20 05:51:02 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","3179","Modal Dialogs","chromium","Tue Jan 20 05:49:47 UTC 2026","passed","Tue Jan 20 05:49:50 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","4080","Container Restricted Draggable","chromium","Tue Jan 20 05:50:54 UTC 2026","passed","Tue Jan 20 05:50:58 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","5125","Revert Droppable","chromium","Tue Jan 20 05:51:18 UTC 2026","passed","Tue Jan 20 05:51:23 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","2238","Selectable","chromium","Tue Jan 20 05:51:33 UTC 2026","passed","Tue Jan 20 05:51:35 UTC 2026","Test Suite : Selectable","interactions/selectable.spec.js","",""
"","5407","Confirm Alert","chromium","Tue Jan 20 05:49:28 UTC 2026","passed","Tue Jan 20 05:49:34 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","3863","Timer Alert","chromium","Tue Jan 20 05:49:24 UTC 2026","passed","Tue Jan 20 05:49:28 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","3948","Tool Tips","chromium","Tue Jan 20 05:52:27 UTC 2026","passed","Tue Jan 20 05:52:31 UTC 2026","Test Suite : Tool Tips","widgets_/tool_tips.spec.js","",""
"","4159","Axis Restricted Draggable","chromium","Tue Jan 20 05:50:50 UTC 2026","passed","Tue Jan 20 05:50:54 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2014","All Button Functionalities Combined","chromium","Tue Jan 20 05:50:03 UTC 2026","passed","Tue Jan 20 05:50:05 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","2552","Test case","chromium","Tue Jan 20 05:51:48 UTC 2026","passed","Tue Jan 20 05:51:51 UTC 2026","Test suite : Date Picker","widgets_/date_picker.spec.js","",""
"","5100","test","chromium","Tue Jan 20 05:51:39 UTC 2026","passed","Tue Jan 20 05:51:44 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
