"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","75","Should reject user without email (422)","chromium","Tue Jan 20 06:09:48 UTC 2026","failed","Tue Jan 20 06:09:48 UTC 2026","Negative Scenarios","negative.spec.ts","",""
"","94","Create User: User A","chromium","Tue Jan 20 06:09:39 UTC 2026","failed","Tue Jan 20 06:09:39 UTC 2026","Data Driven User Creation","data-driven.spec.ts","",""
"","88","Create User: User C","chromium","Tue Jan 20 06:09:44 UTC 2026","failed","Tue Jan 20 06:09:44 UTC 2026","Data Driven User Creation","data-driven.spec.ts","",""
"","89","Create User: User B","chromium","Tue Jan 20 06:09:41 UTC 2026","failed","Tue Jan 20 06:09:41 UTC 2026","Data Driven User Creation","data-driven.spec.ts","",""
"","0","Step 2: Update the User name","chromium","Tue Jan 20 06:09:50 UTC 2026","skipped","Tue Jan 20 06:09:50 UTC 2026","POM Refactored Lifecycle","pom-lifecycle.spec.ts","",""
"","1","Step 3: Verify User","chromium","Tue Jan 20 06:09:50 UTC 2026","skipped","Tue Jan 20 06:09:50 UTC 2026","POM Refactored Lifecycle","pom-lifecycle.spec.ts","",""
"","82","Step 1: Create a new user","chromium","Tue Jan 20 06:09:50 UTC 2026","failed","Tue Jan 20 06:09:50 UTC 2026","POM Refactored Lifecycle","pom-lifecycle.spec.ts","",""
"","0","Step 4: Delete the user","chromium","Tue Jan 20 06:09:50 UTC 2026","skipped","Tue Jan 20 06:09:50 UTC 2026","POM Refactored Lifecycle","pom-lifecycle.spec.ts","",""
"","84","Should reject request with Invalid Token (401)","chromium","Tue Jan 20 06:09:46 UTC 2026","failed","Tue Jan 20 06:09:46 UTC 2026","Negative Scenarios","negative.spec.ts","",""
"","3","Check Environment Setup","chromium","Tue Jan 20 06:09:51 UTC 2026","passed","Tue Jan 20 06:09:51 UTC 2026","","setup.spec.ts","",""
