"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2004","test","chromium","Fri Jan 16 11:17:12 UTC 2026","passed","Fri Jan 16 11:17:14 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
"","3117","Web Tables","chromium","Fri Jan 16 11:16:20 UTC 2026","passed","Fri Jan 16 11:16:23 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
"","1396","Resizeable Free","chromium","Fri Jan 16 11:17:06 UTC 2026","passed","Fri Jan 16 11:17:07 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","6726","Accept Droppable","chromium","Fri Jan 16 11:16:44 UTC 2026","passed","Fri Jan 16 11:16:50 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","11562","Test case","chromium","Fri Jan 16 11:17:21 UTC 2026","passed","Fri Jan 16 11:17:33 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","7465","Dynamic Properties Functionality","chromium","Fri Jan 16 11:16:03 UTC 2026","passed","Fri Jan 16 11:16:10 UTC 2026","Elements Suite: Dynamic Properties Functionality","Elements_demoQa/dynamic_properties.spec.js","",""
"","2777","Modal Dialogs","chromium","Fri Jan 16 11:15:50 UTC 2026","passed","Fri Jan 16 11:15:52 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","1643","Frames","chromium","Fri Jan 16 11:15:48 UTC 2026","passed","Fri Jan 16 11:15:50 UTC 2026","Test suite : Frames","alerts_frame_windows/frames.spec.js","",""
"","3466","Simple Draggable","chromium","Fri Jan 16 11:16:25 UTC 2026","passed","Fri Jan 16 11:16:29 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","6453","Resizeable","chromium","Fri Jan 16 11:17:00 UTC 2026","passed","Fri Jan 16 11:17:06 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
