"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3451","Axis Restricted Draggable","chromium","Wed Jan 14 13:23:33 UTC 2026","passed","Wed Jan 14 13:23:36 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","1498","Nested Frames","chromium","Wed Jan 14 13:22:48 UTC 2026","passed","Wed Jan 14 13:22:49 UTC 2026","Test suite : Nested Frames","alerts_frame_windows/nested_frames.spec.js","",""
"","2750","Student Registration Form","chromium","Wed Jan 14 13:23:27 UTC 2026","passed","Wed Jan 14 13:23:29 UTC 2026","Elements Suite => Form","Form_Application/form_application.spec.js","",""
"","1441","Browser Windows : New Window Message","chromium","Wed Jan 14 13:22:42 UTC 2026","passed","Wed Jan 14 13:22:44 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","1452","Confirm Alert","chromium","Wed Jan 14 13:22:36 UTC 2026","passed","Wed Jan 14 13:22:37 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1394","Valid Image - Broken Image Tests","chromium","Wed Jan 14 13:22:49 UTC 2026","passed","Wed Jan 14 13:22:50 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","6815","Text Box Test","chromium","Wed Jan 14 13:23:15 UTC 2026","passed","Wed Jan 14 13:23:22 UTC 2026","Elements Suite: Text_Box","Elements_demoQa/text_box.spec.js","",""
"","3632","Container Restricted Draggable","chromium","Wed Jan 14 13:23:36 UTC 2026","passed","Wed Jan 14 13:23:40 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","2113","Select Menu","chromium","Wed Jan 14 13:24:38 UTC 2026","passed","Wed Jan 14 13:24:40 UTC 2026","Test Suite : Select Menu","widgets_/select_menu.spec.js","",""
"","2408","test","chromium","Wed Jan 14 13:24:21 UTC 2026","passed","Wed Jan 14 13:24:24 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
"","4618","Prevent Propogation Droppable","chromium","Wed Jan 14 13:24:00 UTC 2026","passed","Wed Jan 14 13:24:04 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1446","Timer Alert","chromium","Wed Jan 14 13:22:34 UTC 2026","passed","Wed Jan 14 13:22:36 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1483","Sortable Grid","chromium","Wed Jan 14 13:24:18 UTC 2026","passed","Wed Jan 14 13:24:20 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","1391","Single Color","chromium","Wed Jan 14 13:24:25 UTC 2026","passed","Wed Jan 14 13:24:27 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","3753","All Button Functionalities Combined","chromium","Wed Jan 14 13:22:54 UTC 2026","passed","Wed Jan 14 13:22:58 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","6489","Accept Droppable","chromium","Wed Jan 14 13:23:53 UTC 2026","passed","Wed Jan 14 13:24:00 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1486","Upload and Download Functionality","chromium","Wed Jan 14 13:23:22 UTC 2026","passed","Wed Jan 14 13:23:23 UTC 2026","Elements Suite: Upload and Download Functionality","Elements_demoQa/upload_download.spec.js","",""
"","6105","Simple Alert","chromium","Wed Jan 14 13:22:28 UTC 2026","passed","Wed Jan 14 13:22:34 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","5944","Tool Tips","chromium","Wed Jan 14 13:24:52 UTC 2026","passed","Wed Jan 14 13:24:58 UTC 2026","Test Suite : Tool Tips","widgets_/tool_tips.spec.js","",""
"","3539","Simple Draggable","chromium","Wed Jan 14 13:23:29 UTC 2026","passed","Wed Jan 14 13:23:33 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","1536","Selectable","chromium","Wed Jan 14 13:24:17 UTC 2026","passed","Wed Jan 14 13:24:18 UTC 2026","Test Suite : Selectable","interactions/selectable.spec.js","",""
"","1558","Browser Windows : New Tab","chromium","Wed Jan 14 13:22:39 UTC 2026","passed","Wed Jan 14 13:22:41 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","1484","Menu","chromium","Wed Jan 14 13:24:29 UTC 2026","passed","Wed Jan 14 13:24:30 UTC 2026","Test suite : Menu","widgets_/menu.spec.js","",""
"","4517","Revert Droppable","chromium","Wed Jan 14 13:24:04 UTC 2026","passed","Wed Jan 14 13:24:09 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1610","Broken Link","chromium","Wed Jan 14 13:22:53 UTC 2026","passed","Wed Jan 14 13:22:54 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1421","Resizeable Free","chromium","Wed Jan 14 13:24:15 UTC 2026","passed","Wed Jan 14 13:24:17 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","1889","Test case","chromium","Wed Jan 14 13:24:27 UTC 2026","passed","Wed Jan 14 13:24:29 UTC 2026","Test suite : Date Picker","widgets_/date_picker.spec.js","",""
"","1440","Radio Button Test","chromium","Wed Jan 14 13:23:14 UTC 2026","passed","Wed Jan 14 13:23:15 UTC 2026","Elements Suite: Radio Button Tests","Elements_demoQa/radio_button.spec.js","",""
"","1718","Slider","chromium","Wed Jan 14 13:24:40 UTC 2026","passed","Wed Jan 14 13:24:42 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","3097","Web Tables","chromium","Wed Jan 14 13:23:23 UTC 2026","passed","Wed Jan 14 13:23:27 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
"","9532","Simple Droppable","chromium","Wed Jan 14 13:23:44 UTC 2026","passed","Wed Jan 14 13:23:53 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","6652","Resizeable","chromium","Wed Jan 14 13:24:09 UTC 2026","passed","Wed Jan 14 13:24:15 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","1535","Prompt Box Alert","chromium","Wed Jan 14 13:22:37 UTC 2026","passed","Wed Jan 14 13:22:39 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","2364","Valid Link","chromium","Wed Jan 14 13:22:50 UTC 2026","passed","Wed Jan 14 13:22:53 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1497","Browser Windows : New Window","chromium","Wed Jan 14 13:22:41 UTC 2026","passed","Wed Jan 14 13:22:42 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","2247","Modal Dialogs","chromium","Wed Jan 14 13:22:45 UTC 2026","passed","Wed Jan 14 13:22:47 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","7986","Test case","chromium","Wed Jan 14 13:24:30 UTC 2026","passed","Wed Jan 14 13:24:38 UTC 2026","Test suite","widgets_/progress_bar.spec.js","",""
"","1538","Multiple Color","chromium","Wed Jan 14 13:24:24 UTC 2026","passed","Wed Jan 14 13:24:25 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","1678","Frames","chromium","Wed Jan 14 13:22:44 UTC 2026","passed","Wed Jan 14 13:22:45 UTC 2026","Test suite : Frames","alerts_frame_windows/frames.spec.js","",""
"","1505","Sortable List","chromium","Wed Jan 14 13:24:20 UTC 2026","passed","Wed Jan 14 13:24:21 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","7659","Dynamic Properties Functionality","chromium","Wed Jan 14 13:23:01 UTC 2026","passed","Wed Jan 14 13:23:09 UTC 2026","Elements Suite: Dynamic Properties Functionality","Elements_demoQa/dynamic_properties.spec.js","",""
"","2651","Expand checkbox tree","chromium","Wed Jan 14 13:22:58 UTC 2026","passed","Wed Jan 14 13:23:01 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","1424","Tabs","chromium","Wed Jan 14 13:24:42 UTC 2026","passed","Wed Jan 14 13:24:44 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
"","5042","Links Functionality","chromium","Wed Jan 14 13:23:09 UTC 2026","passed","Wed Jan 14 13:23:14 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/links.spec.js","",""
"","3530","Cursor Style Draggable","chromium","Wed Jan 14 13:23:40 UTC 2026","passed","Wed Jan 14 13:23:44 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
