"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2715","Modal Dialogs","chromium","Tue Jan 20 06:07:50 UTC 2026","passed","Tue Jan 20 06:07:53 UTC 2026","Test suite : Modal Dialogs","alerts_frame_windows/modal_dialogs.spec.js","",""
"","1504","Broken Link","chromium","Tue Jan 20 06:07:57 UTC 2026","passed","Tue Jan 20 06:07:59 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1388","Prompt Box Alert","chromium","Tue Jan 20 06:07:43 UTC 2026","passed","Tue Jan 20 06:07:44 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1456","Browser Windows : New Tab","chromium","Tue Jan 20 06:07:44 UTC 2026","passed","Tue Jan 20 06:07:46 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","6145","Accept Droppable","chromium","Tue Jan 20 06:08:46 UTC 2026","passed","Tue Jan 20 06:08:53 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","1411","Single Color","chromium","Tue Jan 20 06:09:13 UTC 2026","passed","Tue Jan 20 06:09:14 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","2057","test","chromium","Tue Jan 20 06:09:09 UTC 2026","passed","Tue Jan 20 06:09:11 UTC 2026","Test Suite : Accordian","widgets_/accordian.spec.js","",""
"","1378","Nested Frames","chromium","Tue Jan 20 06:07:53 UTC 2026","passed","Tue Jan 20 06:07:54 UTC 2026","Test suite : Nested Frames","alerts_frame_windows/nested_frames.spec.js","",""
"","1385","Slider","chromium","Tue Jan 20 06:09:28 UTC 2026","passed","Tue Jan 20 06:09:29 UTC 2026","Test suite : Slider","widgets_/slider.spec.js","",""
"","1551","Frames","chromium","Tue Jan 20 06:07:49 UTC 2026","passed","Tue Jan 20 06:07:50 UTC 2026","Test suite : Frames","alerts_frame_windows/frames.spec.js","",""
"","1775","Radio Button Test","chromium","Tue Jan 20 06:08:16 UTC 2026","passed","Tue Jan 20 06:08:18 UTC 2026","Elements Suite: Radio Button Tests","Elements_demoQa/radio_button.spec.js","",""
"","1460","Menu","chromium","Tue Jan 20 06:09:17 UTC 2026","passed","Tue Jan 20 06:09:18 UTC 2026","Test suite : Menu","widgets_/menu.spec.js","",""
"","1401","Browser Windows : New Window Message","chromium","Tue Jan 20 06:07:47 UTC 2026","passed","Tue Jan 20 06:07:48 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","3692","Simple Draggable","chromium","Tue Jan 20 06:08:28 UTC 2026","passed","Tue Jan 20 06:08:31 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","1532","Multiple Color","chromium","Tue Jan 20 06:09:11 UTC 2026","passed","Tue Jan 20 06:09:13 UTC 2026","Test suite : Auto Complete","widgets_/auto_complete.spec.js","",""
"","3014","Web Tables","chromium","Tue Jan 20 06:08:23 UTC 2026","passed","Tue Jan 20 06:08:26 UTC 2026","Elements Suite: Web Tables","Elements_demoQa/web_tables.spec.js","",""
"","1353","Resizeable","chromium","Tue Jan 20 06:09:02 UTC 2026","passed","Tue Jan 20 06:09:03 UTC 2026","Test Suite : Resizeable","interactions/resizeable.spec.js","",""
"","1364","Valid Image - Broken Image Tests","chromium","Tue Jan 20 06:07:54 UTC 2026","passed","Tue Jan 20 06:07:56 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1901","Valid Link","chromium","Tue Jan 20 06:07:56 UTC 2026","passed","Tue Jan 20 06:07:57 UTC 2026","Elements Suite: Links Functionality","Elements_demoQa/broken_links_images.spec.js","",""
"","1739","Simple Alert","chromium","Tue Jan 20 06:07:37 UTC 2026","passed","Tue Jan 20 06:07:39 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1437","Sortable List","chromium","Tue Jan 20 06:09:08 UTC 2026","passed","Tue Jan 20 06:09:09 UTC 2026","Test Suite : Sortable","interactions/sortable.spec.js","",""
"","1395","Browser Windows : New Window","chromium","Tue Jan 20 06:07:46 UTC 2026","passed","Tue Jan 20 06:07:47 UTC 2026","ALerts, Frame & Windows => Test suite","alerts_frame_windows/browser_windows.spec.js","",""
"","4631","Prevent Propogation Droppable","chromium","Tue Jan 20 06:08:53 UTC 2026","passed","Tue Jan 20 06:08:57 UTC 2026","Test Suite : Droppable","interactions/droppable.spec.js","",""
"","3203","Upload and Download Functionality","chromium","Tue Jan 20 06:08:19 UTC 2026","passed","Tue Jan 20 06:08:23 UTC 2026","Elements Suite: Upload and Download Functionality","Elements_demoQa/upload_download.spec.js","",""
"","2134","All Button Functionalities Combined","chromium","Tue Jan 20 06:07:59 UTC 2026","passed","Tue Jan 20 06:08:01 UTC 2026","Elements Suite: Buttons Functionality","Elements_demoQa/buttons.spec.js","",""
"","3459","Cursor Style Draggable","chromium","Tue Jan 20 06:08:38 UTC 2026","passed","Tue Jan 20 06:08:42 UTC 2026","Test Suite : Draggablr","interactions/dragabble.spec.js","",""
"","1905","Select Menu","chromium","Tue Jan 20 06:09:26 UTC 2026","passed","Tue Jan 20 06:09:28 UTC 2026","Test Suite : Select Menu","widgets_/select_menu.spec.js","",""
"","1824","Expand checkbox tree","chromium","Tue Jan 20 06:08:01 UTC 2026","passed","Tue Jan 20 06:08:03 UTC 2026","Elements Suite: Check_Box","Elements_demoQa/check_box.spec.js","",""
"","1420","Confirm Alert","chromium","Tue Jan 20 06:07:41 UTC 2026","passed","Tue Jan 20 06:07:43 UTC 2026","Alerts => Test Suite","alerts_frame_windows/alerts.spec.js","",""
"","1443","Tabs","chromium","Tue Jan 20 06:09:29 UTC 2026","passed","Tue Jan 20 06:09:31 UTC 2026","Test Suite : Tabs","widgets_/tabs.spec.js","",""
